#SALTICAM filter transmission data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled from spreadsheets provided by David Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled by Amanda Gulbis
#,SLOAN,,,,,STROEMGREN,,,,,,,,,Bessell,,,,,,,Hbeta wide (Custom Scientific),,UV,,,H-alpha,
Wavelength(nm),SDSS_up,SDSS_gp,SDSS_rp,SDSS_ip,SDSS_zp,Stromgren_u,Stromgren_v,Stromgren_b,Stromgren_y,Hbeta_wide,SRE_1,SRE_2,SRE_3,SRE_4,CLR-S1,U-S1,B-S1,V-S1,R-S1,I-S1,ND,Wavelength,Hbeta_narrow,Wavelength,340-35,380-40,Wavelength,Halpha-S1
268,-0.0007,0.0001,0.0001,-0.0007,-0.001,-0.00425, , , , , , , , , , , , , , , ,488.6,3.45E+01,436,1.05E-06,3.72E-02,327.2,0.000109535
268.5,0.0004,-0.0004,-0.0005,-0.0006,-0.0006,-0.00425, , , , , , , , , , , , , , , ,488.7,2.83E+01,437,1.05E-06,3.42E-02,327.4,0.000113957
269,-0.001,0,-0.0005,0.0012,0.0004,-0.00431, , , , , , , , , , , , , , , ,488.8,2.31E+01,438,1.05E-06,3.19E-02,327.6,6.89E-05
269.5,0.0001,-0.0004,-0.0006,-0.0006,-0.0007,-0.00391, , , , , , , , , , , , , , , ,488.9,1.81E+01,439,1.05E-06,3.01E-02,327.8,0.000194122
270,-0.0005,0.0006,-0.0003,-0.0005,-0.0001,-0.00331, , , , , , , , , , , , , , , ,489,1.44E+01,440,1.05E-06,2.86E-02,328,7.64E-05
270.5,-0.0002,-0.0006,-0.001,-0.0011,0.0005,-0.00325, , , , , , , , , , , , , , , ,489.1,1.10E+01,441,1.05E-06,2.74E-02,328.2,0.000134125
271,-0.0003,0.0001,-0.0004,-0.0007,0,-0.00275, , , , , , , , , , , , , , , ,489.2,8.63E+00,442,1.05E-06,2.63E-02,328.4,2.46E-05
271.5,-0.0001,-0.0004,0.0002,0,-0.0001,-0.00218, , , , , , , , , , , , , , , ,489.3,6.57E+00,443,3.29E-06,2.51E-02,328.6,0.000113547
272,-0.0007,-0.0005,0,-0.0007,0.0002,-0.00193, , , , , , , , , , , , , , , ,489.4,5.21E+00,444,4.92E-06,2.45E-02,328.8,0.000138218
272.5,-0.0015,-0.0001,-0.0008,-0.0018,-0.0004,-0.00118, , , , , , , , , , , , , , , ,489.5,4.05E+00,445,1.05E-06,2.42E-02,329,0.000135648
273,-0.0006,-0.0008,-0.001,0.0006,0.0003,-0.00065, , , , , , , , , , , , , , , ,489.6,3.27E+00,446,1.05E-06,2.29E-02,329.2,6.25E-05
273.5,-0.0002,-0.0005,-0.0009,-0.0009,-0.0004,-0.00038, , , , , , , , , , , , , , , ,489.7,2.59E+00,447,1.05E-06,2.24E-02,329.4,0.000110606
274,-0.0006,-0.0002,-0.0007,0.0007,-0.0002,-0.00083, , , , , , , , , , , , , , , ,489.8,2.11E+00,448,1.74E-06,2.22E-02,329.6,5.48E-05
274.5,0.0004,-0.0004,-0.0001,-0.001,-0.0008,-0.00075, , , , , , , , , , , , , , , ,489.9,1.69E+00,449,1.05E-06,2.15E-02,329.8,0.000252652
275,-0.0003,-0.0004,0,0.0003,-0.0005,-0.00042, , , , , , , , , , , , , , , ,490,1.38E+00,450,4.59E-06,2.15E-02,330,2.92E-05
275.5,-0.0004,-0.0008,0,0.0001,-0.0011,-0.0003, , , , , , , , , , , , , , , ,490.1,1.14E+00,451,1.05E-06,2.14E-02,330.2,0.00011045
276,-0.0012,-0.0001,0.0006,0.0001,-0.0006,-0.00056, , , , , , , , , , , , , , , ,490.2,9.36E-01,452,4.63E-06,2.14E-02,330.4,0.000140503
276.5,-0.0006,0.0003,0.0003,0.0006,-0.001,-0.00012, , , , , , , , , , , , , , , ,490.3,7.85E-01,453,1.05E-06,2.17E-02,330.6,0.000103997
277,0,-0.0008,0,-0.0001,-0.0007,-0.00069, , , , , , , , , , , , , , , ,490.4,6.45E-01,454,1.05E-06,2.16E-02,330.8,8.10E-05
277.5,-0.0009,-0.0003,0,-0.0006,0,-0.00168, , , , , , , , , , , , , , , ,490.5,5.45E-01,455,1.05E-06,2.21E-02,331,0.000175347
278,-0.0012,-0.0006,-0.0009,0.0004,0.0003,-0.00223, , , , , , , , , , , , , , , ,490.6,4.54E-01,456,8.67E-07,2.24E-02,331.2,0.000135067
278.5,-0.0001,-0.0001,0.0003,-0.0001,-0.0007,-0.00302, , , , , , , , , , , , , , , ,490.7,3.86E-01,457,1.05E-06,2.29E-02,331.4,5.65E-05
279,-0.0003,0,0.0007,0.0003,-0.0004,-0.00361, , , , , , , , , , , , , , , ,490.8,3.27E-01,458,1.05E-06,2.29E-02,331.6,-7.88E-05
279.5,0.0004,-0.0002,-0.0001,0,0.0005,-0.00365, , , , , , , , , , , , , , , ,490.9,2.85E-01,459,1.05E-06,2.35E-02,331.8,1.30E-05
280,-0.0005,-0.0009,-0.0007,0.0001,-0.0006,-0.00397, , , , , , , , , , , , , , , ,491,2.42E-01,460,1.05E-06,2.40E-02,332,2.91E-05
280.5,-0.0005,-0.0005,0.0001,-0.0004,-0.0002,-0.00458, , , , , , , , , , , , , , , ,491.1,2.11E-01,461,4.73E-06,2.49E-02,332.2,1.72E-05
281,0.0001,-0.0009,-0.0001,-0.001,0.0004,-0.00525, , , , , , , , , , , , , , , ,491.2,1.83E-01,462,1.05E-06,2.58E-02,332.4,8.93E-05
281.5,0.0002,-0.0006,0.0008,0.0009,-0.0002,-0.00516, , , , , , , , , , , , , , , ,491.3,1.58E-01,463,1.05E-06,2.63E-02,332.6,4.84E-05
282,-0.0009,0.0002,-0.0004,-0.0007,-0.0002,-0.00578, , , , , , , , , , , , , , , ,491.4,1.40E-01,464,1.05E-06,2.74E-02,332.8,0.000157719
282.5,-0.0004,-0.001,0.0006,-0.0005,-0.0006,-0.00599, , , , , , , , , , , , , , , ,491.5,1.23E-01,465,1.05E-06,2.83E-02,333,0.000124961
283,-0.0004,0.0001,-0.0008,-0.0007,0.0007,-0.00563, , , , , , , , , , , , , , , ,491.6,1.09E-01,466,1.05E-06,2.91E-02,333.2,-2.74E-05
283.5,-0.0008,-0.0005,-0.0007,0.0006,-0.001,-0.00448, , , , , , , , , , , , , , , ,491.7,9.32E-02,467,6.62E-06,2.99E-02,333.4,0.000299045
284,-0.0004,0,0.0007,-0.0007,-0.0016,-0.00444, , , , , , , , , , , , , , , ,491.8,8.50E-02,468,1.05E-06,3.08E-02,333.6,0.000102774
284.5,-0.0001,-0.001,-0.0003,-0.0006,-0.0012,-0.00459, , , , , , , , , , , , , , , ,491.9,7.31E-02,469,1.05E-06,3.18E-02,333.8,5.89E-06
285,0,-0.0002,0.0004,0.001,-0.0012,-0.00428, , , , , , , , , , , , , , , ,492,6.65E-02,470,1.05E-06,3.26E-02,334,0.000131448
285.5,0.0001,-0.0007,-0.0001,0.0002,0.0004,-0.00433, , , , , , , , , , , , , , , ,492.1,5.69E-02,471,1.05E-06,3.39E-02,334.2,0.00010653
286,-0.0003,-0.0006,-0.0006,0.0002,-0.0014,-0.00377, , , , , , , , , , , , , , , ,492.2,5.26E-02,472,1.05E-06,3.53E-02,334.4,7.03E-05
286.5,-0.0002,-0.0002,-0.0007,-0.0007,-0.001,-0.00352, , , , , , , , , , , , , , , ,492.3,4.66E-02,473,1.05E-06,3.72E-02,334.6,9.74E-05
287,0,-0.0001,-0.0004,-0.0003,0.0002,-0.00339, , , , , , , , , , , , , , , ,492.4,4.31E-02,474,1.05E-06,3.87E-02,334.8,7.28E-05
287.5,-0.0004,-0.0006,0.0001,-0.0005,-0.0007,-0.0035, , , , , , , , , , , , , , , ,492.5,3.88E-02,475,1.05E-06,4.07E-02,335,0.000187821
288,-0.0001,-0.0004,0.0002,-0.0011,-0.0003,-0.00321, , , , , , , , , , , , , , , ,492.6,3.49E-02,476,1.05E-06,4.33E-02,335.2,0.000103103
288.5,0.0002,-0.0004,0.0003,-0.0016,-0.0013,-0.00286, , , , , , , , , , , , , , , ,492.7,3.12E-02,477,1.05E-06,4.58E-02,335.4,0.000185473
289,-0.0005,-0.0013,-0.0007,-0.0003,-0.0006,-0.0033, , , , , , , , , , , , , , , ,492.8,2.80E-02,478,1.05E-06,4.91E-02,335.6,1.56E-06
289.5,-0.001,-0.0009,0.0002,0.0012,-0.0003,-0.00306, , , , , , , , , , , , , , , ,492.9,2.58E-02,479,1.05E-06,5.29E-02,335.8,0.000254192
290,-0.0014,0.0003,0.0001,-0.0006,-0.0007,-0.00267, , , , , , , , , , , , , , , ,493,2.33E-02,480,1.05E-06,5.79E-02,336,0.000138814
290.5,-0.0008,-0.0001,0,-0.0007,0.0004,-0.00164, , , , , , , , , , , , , , , ,493.1,2.14E-02,481,1.05E-06,6.37E-02,336.2,0.000170318
291,0.0005,-0.0006,-0.0009,0.0002,0.0001,-0.00117, , , , , , , , , , , , , , , ,493.2,1.96E-02,482,1.05E-06,7.11E-02,336.4,8.47E-05
291.5,-0.0006,-0.0013,-0.0001,-0.0001,0.0001,-0.00056, , , , , , , , , , , , , , , ,493.3,1.76E-02,483,1.73E-06,8.02E-02,336.6,0.000266703
292,-0.0005,-0.0002,-0.0003,0,-0.0011,-0.0004, , , , , , , , , , , , , , , ,493.4,1.53E-02,484,6.25E-06,9.15E-02,336.8,0.000116039
292.5,0.0009,0.0002,0.0007,0.0002,-0.0011,-0.00113, , , , , , , , , , , , , , , ,493.5,1.46E-02,485,5.54E-06,1.08E-01,337,7.97E-05
293,0,-0.0006,-0.0005,-0.0002,-0.0005,-0.00136, , , , , , , , , , , , , , , ,493.6,1.31E-02,486,1.05E-06,1.32E-01,337.2,3.61E-05
293.5,0.002,-0.0006,0.0004,-0.0009,0.0001,-0.00181, , , , , , , , , , , , , , , ,493.7,1.26E-02,487,1.05E-06,1.66E-01,337.4,0.000148167
294,0.0078,-0.0004,-0.001,-0.0002,0,-0.00218, , , , , , , , , , , , , , , ,493.8,1.18E-02,488,3.33E-06,2.17E-01,337.6,4.56E-06
294.5,0.0221,-0.0002,0.0005,0.0004,-0.0004,-0.00186, , , , , , , , , , , , , , , ,493.9,1.05E-02,489,1.05E-06,2.97E-01,337.8,0.000141317
295,0.058,0.0004,0.0007,-0.0011,-0.0008,-0.00115, , , , , , , , , , , , , , , ,494,9.54E-03,490,5.25E-07,4.10E-01,338,7.90E-05
295.5,0.1313,-0.0008,0.0008,0.0001,-0.0007,-0.001, , , , , , , , , , , , , , , ,494.1,8.80E-03,491,1.05E-06,5.18E-01,338.2,0.000147441
296,0.2639,-0.0005,-0.0012,0.0012,0.0001,-0.00106, , , , , , , , , , , , , , , ,494.2,8.37E-03,492,1.05E-06,5.28E-01,338.4,0.000185751
296.5,0.4791,-0.0011,-0.0008,-0.0007,-0.0005,-0.00061, , , , , , , , , , , , , , , ,494.3,7.76E-03,493,1.05E-06,4.14E-01,338.6,3.21E-05
297,0.8146,-0.0003,0.0007,-0.0003,0.0002,-0.00143, , , , , , , , , , , , , , , ,494.4,7.62E-03,494,9.95E-06,2.74E-01,338.8,3.03E-05
297.5,1.2908,-0.0004,-0.0009,-0.0004,-0.0009,-0.00194, , , , , , , , , , , , , , , ,494.5,6.94E-03,495,1.25E-06,1.75E-01,339,0.000126195
298,1.9225,-0.0006,-0.0004,-0.0003,-0.0003,-0.00223, , , , , , , , , , , , , , , ,494.6,6.48E-03,496,1.05E-06,1.15E-01,339.2,0.000136863
298.5,2.7075,-0.0004,0.0011,0.0012,-0.0006,-0.00167, , , , , , , , , , , , , , , ,494.7,5.40E-03,497,1.05E-06,7.92E-02,339.4,6.67E-05
299,3.5855,0.0008,0,-0.0005,-0.0006,-0.00126, , , , , , , , , , , , , , , ,494.8,5.56E-03,498,1.05E-06,5.73E-02,339.6,7.53E-05
299.5,4.5411,-0.0004,-0.0003,0.0004,-0.0004,-0.00157, ,0.0006, , , , , , , , , , , , , ,494.9,5.47E-03,499,1.05E-06,4.28E-02,339.8,0.000116622
300,5.5297,-0.0004,-0.0005,0.0002,0.0003,-0.00106,0.0007,0.00063,0.00156,0.00024,-0.00173,-0.00087,-0.00313,-0.00116,0.69515121,0.000590578,0.000409014,-0.000435276,0.001414044,-0.000444672,0.123760566,495,4.65E-03,500,1.05E-06,3.31E-02,340,4.91E-05
300.5,6.5243,0.0001,0.0005,-0.0007,0.0003,-0.0008,0.00082,0.00084,0.002,6.00E-05,-0.00221,-0.00081,-0.00365,-0.00204,0.746239483,0.000150347,0.000937344,-0.00046698,0.001765488,0.000255582,0.131391063, , ,501,1.05E-06,2.59E-02,340.2,7.96E-05
301,7.5906,0.0006,-0.0002,-0.0005,-0.0004,-0.0013,0.0013,0.00057,0.00197,-0.00011,-0.00223,-0.00084,-0.00385,-0.00281,0.787405133,-8.76E-05,-0.00011351,-0.000289135,0.001518905,0.000445593,0.135758385, , ,502,1.05E-06,2.05E-02,340.4,4.03E-05
301.5,8.7398,-0.0005,0.0005,0.0004,-0.0001,-0.0014,0.0013,0.00046,0.00142,9.00E-05,-0.00263,-0.00103,-0.00447,-0.00377,0.84705168,0.000529761,0.000122675,-0.000428536,-1.06E-05,-0.000326949,0.14245832, , ,503,1.05E-06,1.59E-02,340.6,1.18E-05
302,9.9971,-0.0005,-0.0002,-0.0012,-0.0006,-0.00119,0.00172,0.00027,0.00047,8.00E-05,-0.00225,-0.00104,-0.00457,-0.00403,0.885629296,7.60E-05,0.000787267,0.000413975,0.001062588,-0.000390119,0.154848442, , ,504,5.70E-07,1.25E-02,340.8,9.97E-05
302.5,11.3921,-0.0001,0.0006,-0.0009,-0.0006,-0.00125,0.00174,-0.00047,-6.00E-05,0.00026,-0.00197,-0.00084,-0.00415,-0.00361,0.916199505,0.000791546,0.000753451,0.000710689,0.001036614,0.000120841,0.15950489, , ,505,1.05E-06,9.88E-03,341,0.000227764
303,12.8073,-0.0006,0.0002,-0.0003,0.0004,-0.0009,0.00179,-0.00074,0.0001,0.00035,-0.00195,-0.00044,-0.00445,-0.00379,0.969112217,0.000608906,0.001294791,-8.86E-05,0.001012166,-0.000412069,0.168295533, , ,506,1.05E-06,7.71E-03,341.2,0.000163305
303.5,14.2415,-0.0007,-0.0018,-0.0001,0,-7.00E-05,0.00197,-0.00015,0.00048,0.00097,-0.00176,-0.0001,-0.00416,-0.00363,1.022571087,0.00038477,0.001418189,-0.000324848,0.001129844,-2.78E-05,0.17331095, , ,507,1.05E-06,6.26E-03,341.4,3.23E-05
304,15.5907,0.0005,0.0013,-0.0006,-0.0008,-0.00058,0.00188,9.00E-05,0.00147,0.00124,-0.00182,0.00037,-0.00349,-0.00394,1.067691565,0.000261101,0.001110888,-0.000141802,0.00038668,-0.000259141,0.180647492, , ,508,1.05E-06,4.99E-03,341.6,0.000100787
304.5,16.8035,0.0001,-0.001,0.0006,0.0008,-0.00097,0.00209,-4.00E-05,0.00335,0.00085,-0.00168,1.00E-05,-0.00335,-0.00392,1.10913837,3.14E-05,-0.000458788,4.49E-05,0.001205106,0.00013638,0.185988247, , ,509,1.05E-06,4.16E-03,341.8,2.64E-05
305,17.9602,0,-0.0006,0.0007,0.0001,-0.00092,0.00268,0.00065,0.00391,0.00149,-0.00148,-1.00E-05,-0.00353,-0.0046,1.163627982,1.11E-05,0.001510111,2.09E-05,0.000141951,-0.000200014,0.193431675, , ,510,1.05E-06,3.44E-03,342,0.000149514
305.5,19.0609,-0.0001,-0.0011,-0.0003,0.0004,-0.00074,0.00237,0.00078,0.00395,0.0014,-0.00138,-6.00E-05,-0.00345,-0.00438,1.203353047,0.001491989,0.000528827,0.000105381,0.000114752,-0.000547962,0.203168646, , ,511,1.05E-06,2.94E-03,342.2,6.50E-05
306,20.1818,-0.0008,0.0002,0,-0.0004,-0.00103,0.00208,0.0001,0.00411,0.00145,-0.00094,-0.00016,-0.00355,-0.00377,1.255797267,-0.000899742,8.68E-05,0.000193565,0.000501202,0.000405353,0.211767942, , ,512,1.05E-06,2.44E-03,342.4,0.000177616
306.5,21.3819,-0.0007,-0.0001,0.0003,-0.002,-0.00197,0.00165,-0.00045,0.00387,0.00135,-0.00084,-0.00019,-0.00349,-0.00337,1.312173963,0.000378846,-8.72E-05,0.000400671,0.00131452,0.000380628,0.213308603, , ,513,1.05E-06,2.08E-03,342.6,-6.75E-06
307,22.5727,0.0005,-0.0005,-0.0011,-0.0004,-0.00217,0.00096,-0.00053,0.0022,0.00091,-0.00224,-0.00146,-0.00282,-0.0033,1.34572053,0.000614379,2.67E-05,0.000741753,0.001861864,0.000106164,0.222912028, , ,514,1.89E-06,1.86E-03,342.8,0.000115167
307.5,23.7757,-0.0003,-0.0005,-0.001,-0.0002,-0.00213,0.00105,-0.0002,0.00233,0.00019,-0.00304,-0.00154,-0.00258,-0.00272,1.391035676,0.001522584,0.001994414,-0.000307567,0.000133116,0.000396373,0.225605533, , ,515,2.89E-06,1.57E-03,343,0.000140255
308,24.9234,-0.0007,0.0009,0,0.0005,-0.00281,0.00194,0.00051,0.00231,-0.00058,-0.00296,-0.00122,-0.002,-0.00286,1.445997,0.001724352,0.002413572,-2.14E-05,0.001115924,6.58E-05,0.234278381, , ,516,1.05E-06,1.23E-03,343.2,0.000201388
308.5,25.976,0.0002,-0.0002,-0.0005,0.0008,-0.00358,0.00243,0.00174,0.00288,-0.00075,-0.00326,-0.00127,-0.00265,-0.00322,1.475476623,0.000461646,0.000384469,-0.000150389,0.001348184,0.000149307,0.243532911, , ,517,1.05E-06,1.13E-03,343.4,0.000212358
309,26.9355,0.0009,-0.0006,-0.0009,-0.0002,-0.00382,0.003,0.00269,0.00325,-0.00107,-0.0025,-0.00158,-0.00249,-0.00306,1.539141059,0.001606591,0.000295917,0.000675129,0.001785825,-0.000502695,0.24287191, , ,518,1.05E-06,9.12E-04,343.6,0.000142505
309.5,27.8433,0.0007,-0.0004,-0.0003,-0.0004,-0.0038,0.00256,0.00204,0.00352,-0.00155,-0.00166,-0.00196,-0.00233,-0.00232,1.571887136,0.004378997,-4.02E-06,-0.000414987,0.001225053,0.00043049,0.251380444, , ,519,1.05E-06,7.32E-04,343.8,2.74E-05
310,28.7271,0.0005,0.0009,-0.0005,-0.0005,-0.00302,0.00201,0.00151,0.00359,-0.00192,-0.00102,-0.00217,-0.00328,-0.00305,1.626669407,0.006541871,0.000514948,0.000314743,0.001065017,-0.000233564,0.256630272, , ,520,1.05E-06,5.65E-04,344,0.000116228
310.5,29.6696,-0.0005,-0.0011,-0.0008,-0.0007,-0.00196,0.00122,0.00145,0.00333,-0.00171,-0.00055,-0.00156,-0.00385,-0.00249,1.669617891,0.01214138,-0.000486118,-0.000215354,0.001043946,7.95E-05,0.265209585, , ,521,1.05E-06,4.41E-04,344.2,0.000129154
311,30.6725,-0.001,-0.0005,-0.001,-0.0006,-0.00156,0.0007,0.00103,0.00348,-0.00106,-0.00042,-0.00037,-0.00372,-0.0024,1.722037435,0.018875351,-0.000100209,3.44E-05,0.001166621,-8.85E-05,0.274970084, , ,522,1.05E-06,3.14E-04,344.4,6.73E-05
311.5,31.7991,0.0002,0.0003,-0.0003,-0.0001,-0.00189,0.00043,0.0002,0.00364,-0.00064,-0.00043,-0.0001,-0.0042,-0.00147,1.765908122,0.027914274,0.001001767,0.000115331,0.002282564,-0.000211045,0.277865529, , ,523,1.05E-06,2.10E-04,344.6,0.000144965
312,33.0223,-0.0008,-0.0008,0.0008,-0.0005,-0.00237,0.00126,0.00087,0.00383,0.00041,-0.00074,0.00054,-0.00381,-0.00078,1.801560044,0.049469348,0.001695503,-0.000326978,0.000547016,-0.000337,0.290482223, , ,524,1.05E-06,1.72E-04,344.8,0.000122024
312.5,34.2782,0.0005,-0.0008,0,-0.0008,-0.00264,0.00152,0.00143,0.00444,0.00082,-0.00219,0.00059,-0.00387,-0.00057,1.847481966,0.071775071,0.00217614,-0.000142962,0.000531539,0.000362891,0.291040838, , ,525,1.05E-06,1.24E-04,345,8.16E-05
313,35.571,0.0001,-0.001,-0.0005,-0.0008,-0.00362,0.00254,0.00211,0.00546,0.0007,-0.00161,0.00121,-0.00445,-0.00012,1.896244526,0.107622474,0.000707118,0.000469527,0.00070296,-0.000285331,0.299244434, , ,526,7.62E-06,9.23E-05,345.2,7.95E-05
313.5,36.7985,-0.0013,-0.0013,-0.0004,-0.0007,-0.00371,0.00276,0.0018,0.00646,-4.00E-05,-0.0019,0.00117,-0.00445,0,1.931748509,0.156301767,0.000272175,-0.000734931,0.00163387,-0.0005248,0.295808673, , ,527,1.05E-06,4.60E-05,345.4,0.000160868
314,37.9431,0.0003,-0.0017,-0.0001,0.0009,-0.00373,0.00229,0.00253,0.00648,-0.00075,-0.00161,0.00022,-0.00403,5.00E-05,2.005901098,0.219718933,-0.000309002,0.00021087,0.000929101,9.12E-05,0.302384377, , ,528,7.30E-07,5.09E-05,345.6,6.25E-05
314.5,39.0165,-0.0001,-0.0001,-0.0012,0.0012,-0.00347,0.00151,0.00155,0.00616,-0.00186,-0.00129,-0.00038,-0.00336,-1.00E-05,2.037953138,0.305963069,0.00062393,-0.000250065,0.001458603,0.000179357,0.306375891, , ,529,1.87E-06,1.93E-05,345.8,4.14E-05
315,39.9734,-0.0005,-0.0001,-0.0022,-0.0005,-0.00288,0.00066,0.00206,0.00515,-0.00303,-0.00099,-0.00025,-0.00241,-0.00089,2.076097965,0.427965134,0.001300875,0.000450714,0.000458919,-0.000182903,0.316895485, , ,530,1.05E-06,1.58E-05,346,-3.41E-05
315.5,40.8512,-0.0007,0.0012,-0.0011,-0.0018,-0.00183,7.00E-05,0.00169,0.0041,-0.00322,-0.00068,-0.00012,-0.00192,-0.00095,2.133130312,0.559978843,0.000994221,0.000223089,0.001561795,-0.000509171,0.325702071, , ,531,1.05E-06,1.72E-05,346.2,0.000110713
316,41.6469,-0.0003,0.0007,-0.0001,-0.0022,-0.00075,0.00038,0.00097,0.0029,-0.00272,-0.00039,-0.00032,-0.00175,-8.00E-05,2.185189486,0.732288837,0.000973537,0.00082078,0.000254421,-0.000230559,0.327222914, , ,532,1.05E-06,2.76E-06,346.4,0.00014811
316.5,42.3806,-0.0006,0,-0.0013,0,-0.00012,0.00095,0.00029,0.00238,-0.00252,-0.001,-0.00056,-0.00223,-0.00035,2.245287418,0.950877726,0.000661225,-3.40E-05,0.002447694,-0.000153338,0.341826528, , ,533,1.05E-06,1.05E-06,346.6,0.000107488
317,43.0899,-0.001,0.0004,-0.0003,0.0008,0.00111,0.00208,-0.00022,0.002,-0.00209,-0.00155,-0.001,-0.00305,-0.00081,2.268501282,1.181499958,0.000709799,0.000361461,0.000707054,0.000659478,0.339861274, , ,534,1.05E-06,2.72E-06,346.8,0.000136224
317.5,43.7303,0.0006,-0.0009,0.0007,-0.0003,0.00286,0.00222,0.00016,0.00269,-0.00218,-0.00273,-0.00043,-0.00381,-4.00E-05,2.315851212,1.488244534,0.00068257,0.000132257,0.001636743,-0.000310005,0.33991605, , ,535,1.05E-06,1.60E-06,347,9.58E-05
318,44.4196,-0.0004,0.0005,0.001,0.0003,0.00455,0.00249,0.00063,0.00372,-0.00255,-0.00304,9.00E-05,-0.00384,-0.00027,2.35392952,1.83088088,0.000104036,0.000535607,0.000379657,-0.000550172,0.344038516, , ,536,1.05E-06,1.88E-06,347.2,-3.40E-06
318.5,45.0466,-0.0007,-0.0002,-0.0002,-0.0006,0.00535,0.00255,0.00091,0.00361,-0.00304,-0.00223,0.00064,-0.00394,-0.00089,2.416483402,2.211533785,0.000900756,-0.000212531,0.002293477,0.000390243,0.358101159, , ,537,1.98E-06,1.73E-06,347.4,6.10E-05
319,45.6979,-0.0009,0.0004,-0.0003,-0.0004,0.00645,0.00269,0.00085,0.00425,-0.00351,-0.00133,0.00083,-0.00366,-0.00124,2.465174437,2.661240578,-0.000112862,3.42E-05,-0.00039891,0.000216416,0.364619136, , ,538,1.05E-06,1.05E-06,347.6,0.000113313
319.5,46.4692,0.0001,0.0002,0.0006,0.0008,0.00847,0.00196,0.00098,0.00409,-0.00386,-0.00103,0.00096,-0.00393,-0.00201,2.500846624,3.111191273,0.000849403,7.69E-06,0.002698686,-0.000212994,0.364088953, , ,539,3.83E-06,1.05E-06,347.8,0.000139239
320,47.3458,-0.0007,0.0008,-0.0007,-0.0005,0.01081,0.00232,0.0011,0.00335,-0.00379,-9.00E-05,0.00195,-0.00373,-0.00216,2.549417019,3.704204082,0.000536873,0.000607938,0.001686067,-0.000241586,0.3689906, , ,540,1.05E-06,1.05E-06,348,7.21E-05
320.5,48.2752,-0.0007,0.0002,0.0004,-0.0004,0.01581,0.00211,0.00048,0.00403,-0.00381,-0.00073,0.00171,-0.00409,-0.00187,2.602287292,4.265171528,0.000237874,-0.000675278,0.001890318,0.000672688,0.370399982, , ,541,1.05E-06,5.15E-07,348.2,0.000142284
321,49.3497,-0.0005,0.0001,-0.0007,-0.0004,0.02127,0.00188,0.00047,0.00485,-0.0028,-0.00091,0.00118,-0.00462,-0.00161,2.659752369,4.878053665,0.000831389,-0.000282617,0.002325098,0.000446726,0.378254712, , ,542,6.88E-06,1.05E-06,348.4,0.000178438
321.5,50.5357,-0.0007,0.0006,-0.0002,-0.0002,0.03052,0.00199,0.00012,0.00445,-0.00238,-0.0015,0.00025,-0.00458,-0.00102,2.704030752,5.581399441,0.000940402,0.000547574,0.001765024,-0.000214502,0.379856527, , ,543,1.05E-06,6.22E-06,348.6,4.75E-05
322,51.7666,-0.0003,0.001,0.0001,-0.0003,0.04226,0.00102,0.00134,0.00477,-0.00229,-0.00192,-3.00E-05,-0.00481,-0.00131,2.755446434,6.256352901,0.000774577,-0.000779881,0.000496404,-0.000133737,0.394026339, , ,544,1.05E-06,1.05E-06,348.8,8.91E-05
322.5,53.0413,-0.0003,-0.0004,-0.0006,-0.0003,0.06106,0.00086,0.00131,0.00461,-0.0015,-0.00216,0,-0.00412,-0.00081,2.789081812,7.014552593,0.000325988,-0.000429297,0.001584709,-0.000135626,0.391644508, , ,545,1.05E-06,2.24E-06,349,0.000130636
323,54.2587,0,0.0007,-0.0013,-0.0002,0.08808,0.0008,0.00134,0.00401,-0.00135,-0.00174,-2.00E-05,-0.00401,-3.00E-05,2.85499382,7.836177349,0.000291858,0.000128816,0.001991794,-0.000504306,0.397387385, , ,546,1.05E-06,1.05E-06,349.2,0.000125653
323.5,55.3549,-0.0006,-0.0003,-0.0001,0.0007,0.12967,3.00E-05,0.00175,0.00383,-0.00219,-0.00142,0.00017,-0.00414,-0.00109,2.909190416,8.670202255,0.000695291,0.000414277,0.001406957,0.000597956,0.395750731, , ,547,1.05E-06,2.07E-07,349.4,0.000198681
324,56.3427,0.0004,0.0007,-0.0013,-0.0004,0.185,0.00064,0.00212,0.00258,-0.00259,-0.00206,0.00024,-0.00448,-0.00247,2.959297657,9.563948631,0.00037423,-0.000233998,0.001530472,0.000162855,0.398568064, , ,548,3.09E-06,6.85E-06,349.6,0.000105614
324.5,57.1576,-0.0009,0.0002,-0.0009,0.0005,0.26926,0.00079,0.0018,0.00232,-0.00293,-0.00229,0.00051,-0.00536,-0.00328,3.012179852,10.43360043,0.001193562,0.000474804,0.002991176,3.36E-05,0.407279551, , ,549,1.05E-06,1.85E-06,349.8,-0.000702817
325,57.8459,-0.0009,-0.0011,0.0008,0.0003,0.41526,0.00067,0.00178,0.00209,-0.00305,-0.00296,0.00124,-0.00553,-0.00382,3.099007368,11.3661356,0.000544383,2.83E-05,0.001765926,0.000330961,0.411443353, , ,550,1.05E-06,1.20E-05,350,-1.74E-05
